"Sukunimi","Yhteensä"
"Springare",85
"Storgårds",85
"Syynimaa",85
"Säilynoja",85
"Särkimäki",85
"Talo",85
"Temisevä",85
"Thodén",85
"Thure",85
"Tilles",85
"Tsokkinen",85
"Tuhkunen",85
"Tukeva",85
"Tuulos",85
"Veckman",85
"Wigren",85
"Viiliäinen",85
"von Knorring",85
"Välkki",85
"Aitamurto",84
"Alajoutsijärvi",84
"Ananin",84
"Asumaniemi",84
"Blommendahl",84
"Borisov",84
"Båsk",84
"Christiansen",84
"Edman",84
"Ehrola",84
"Elovirta",84
"Elsinen",84
"Erkintalo",84
"Erkkonen",84
"Ervast",84
"Finnholm",84
"Grek",84
"Hindström",84
"Hornborg",84
"Hyrynkangas",84
"Hyvättinen",84
"Jacobsson",84
"Juustovaara",84
"Kaihola",84
"Kaipanen",84
"Kallas",84
"Karvosenoja",84
"Kaukkila",84
"Kirstinä",84
"Korkiala",84
"Kärkelä",84
"Lauhikari",84
"Lohtaja",84
"Lopakka",84
"Lummi",84
"Malkavaara",84
"Mannela",84
"Marjaniemi",84
"Matikkala",84
"Matula",84
"Mesiäinen",84
"Miinala",84
"Märsy",84
"Nahkiaisoja",84
"Niittylahti",84
"Nordmyr",84
"Norola",84
"Ohranen",84
"Ojapalo",84
"Othman",84
"Perunka",84
"Pesämaa",84
"Petäys",84
"Pötry",84
"Rakkola",84
"Rantaeskola",84
"Rantama",84
"Riihioja",84
"Ruppa",84
"Ruuti",84
"Ryömä",84
"Sarviaho",84
"Schrey",84
"Scott",84
"Sevander",84
"Suomilammi",84
"Syvälä",84
"Telkkälä",84
"Truhponen",84
"Tuohimetsä",84
"Turu",84
"Varpa",84
"Viberg",84
"Wuori",84
"Vähäsoini",84
"Ylä-Mononen",84
"Ahmaoja",83
"Arnkil",83
"Berner",83
"Eckerman",83
"Haapakorva",83
"Hasari",83
"Hesso",83
"Horttana",83
"Huuskola",83
"Impivaara",83
"Iso-Markku",83
"Jackson",83
"Juurikkala",83
"Kaira",83
"Kellomäki",83
"Kuki",83
"Kurtelius",83
"Käiväräinen",83
"Laru",83
"Lepomäki",83
"Lindgård",83
"Lyhty",83
"Maasalo",83
"Mertsalmi",83
"Micklin",83
"Mikonsaari",83
"Myrberg",83
"Nurmikolu",83
"Paltto",83
"Perttala",83
"Petroff",83
"Ronni",83
"Rosengård",83
"Ruotoistenmäki",83
"Rutonen",83
"Saarentaus",83
"Sarivaara",83
"Savila",83
"Serenius",83
"Siika",83
"Sippel",83
"Soppi",83
"Suorajärvi",83
"Taivaloja",83
"Tittonen",83
"Torttila",83
"Träsk",83
"Tuomenoja",83
"Uhre",83
"Valpas",83
"Varanka",83
"Vieruaho",83
"Wollsten",83
"Voutila",83
"Vuontisvaara",83
"Värttö",83
"Ylisuutari",83
"Örnberg",83
"Apajalahti",82
"Aulén",82
"Chan",82
"Flykt",82
"Fogde",82
"Gonzalez",82
"Halmesaari",82
"Hardén",82
"Hedborg",82
"Heinström",82
"Hindsberg",82
"Hinkkala",82
"Hyyti",82
"Jacobson",82
"Jyrkäs",82
"Kalevo",82
"Kalliainen",82
"Kansanniva",82
"Karkkulainen",82
"Karsikko",82
"Kasi",82
"Kimmo",82
"Kjellberg",82
"Korento",82
"Korkolainen",82
"Korppinen",82
"Koutaniemi",82
"Kovamäki",82
"Krekilä",82
"Kronman",82
"Kronström",82
"Kuosma",82
"Kuusilehto",82
"Kuutsa",82
"Kyrklund",82
"Kämäläinen",82
"Lagström",82
"Laukkala",82
"Lillman",82
"Mahlberg",82
"Malassu",82
"Mannio",82
"Mattus",82
"Mörk",82
"Noppa",82
"Nuur",82
"Ojaluoma",82
"Parkkima",82
"Pullola",82
"Puominen",82
"Randström",82
"Reiju",82
"Reinikkala",82
"Riihola",82
"Romsi",82
"Rosenius",82
"Rysä",82
"Saarnisto",82
"Samaletdin",82
"Sammalniemi",82
"Siirtonen",82
"Simuna",82
"Stenvik",82
"Tapaila",82
"Tarsa",82
"Teeriniemi",82
"Tila",82
"Tullila",82
"Turakainen",82
"Uppgård",82
"Vauramo",82
"Willgren",82
"Vuorenmäki",82
"Välikoski",82
"Ylivainio",82
"Ahlö",81
"Alakiuttu",81
"Aziz",81
"Björndahl",81
"Björses",81
"Böhling",81
"Davies",81
"Fokin",81
"Grankull",81
"Haila",81
"Heinävaara",81
"Heliste",81
"Hietava",81
"Hirvikangas",81
"Hjorth",81
"Hughes",81
"Huusela",81
"Häggkvist",81
"Ingo",81
"Inna",81
"Juttula",81
"Juutistenaho",81
"Jyrkkänen",81
"Kaijomaa",81
"Kallijärvi",81
"Karimi",81
"Ketelä",81
"Kortessalo",81
"Kovasiipi",81
"Kuuppo",81
"Kytöjoki",81
"Kåla",81
"Laasasenaho",81
"Lammasniemi",81
"Lammervo",81
"Launis",81
"Levijoki",81
"Lyra",81
"Majaneva",81
"Matintupa",81
"Norrby",81
"Nuorgam",81
"Paakkolanvaara",81
"Paasikallio",81
"Parvela",81
"Pomell",81
"Puustjärvi",81
"Pääsky",81
"Pöri",81
"Roble",81
"Rodas",81
"Ruoranen",81
"Ruuttunen",81
"Räihälä",81
"Salorinne",81
"Shnoro",81
"Siiri",81
"Sillgren",81
"Solala",81
"Tallila",81
"Teivonen",81
"Tinnilä",81
"Tulijoki",81
"Weeman",81
"Vekki",81
"Vestola",81
"Viuhkola",81
"Väärämäki",81
"Ylipaavalniemi",81
"Ala-Aho",80
"Ala-Nissilä",80
"Alen",80
"Eira",80
"Ekbom",80
"Eld",80
"Ena",80
"Envall",80
"Eskonniemi",80
"Etelä",80
"Frigård",80
"Gill",80
"Havanka",80
"Havulinna",80
"Helala",80
"Horelli",80
"Hovatov",80
"Hyöky",80
"Jordas",80
"Jämbäck",80
"Järnstedt",80
"Kaita",80
"Kangaskorte",80
"Kankaansyrjä",80
"Kiiltomäki",80
"Knihti",80
"Kortesuo",80
"Kotikumpu",80
"Krannila",80
"Kuusivaara",80
"Kylä-Kaila",80
"Laikko",80
"Lamu",80
"Leiman",80
"Lemetti",80
"Long",80
"Mahdi",80
"Manderbacka",80
"Mark",80
"Miinin",80
"Mommo",80
"Mustila",80
"Möykkynen",80
"Ngo",80
"Patrikka",80
"Pihlajasaari",80
"Pihlajaviita",80
"Pinoniemi",80
"Polvela",80
"Rajaharju",80
"Ravelin",80
"Remander",80
"Rundberg",80
"Runola",80
"Ruuhijärvi",80
"Römpötti",80
"Rönkkömäki",80
"Savaloja",80
"Segercrantz",80
"Semenoff",80
"Siuro",80
"Styf",80
"Syrjäniemi",80
"Teerioja",80
"Tuliniemi",80
"Tura",80
"Urpo",80
"Vahla",80
"Vanhatupa",80
"Ward",80
"Vengasaho",80
"White",80
"Vickholm",80
"Vidman",80
"Viilo",80
"Wägar",80
"Väntänen",80
"Äärilä",80
"Ainassaari",79
"Aitio",79
"Alajääskö",79
"Alavesa",79
"Arnberg",79
"Barman",79
"Bohm",79
"Brännare",79
"Epäilys",79
"Forsander",79
"Funck",79
"Grén",79
"Halli",79
"Hanén",79
"Hanhirova",79
"Heija",79
"Heikari",79
"Hemilä",79
"Hietajärvi",79
"Hirvisaari",79
"Hudd",79
"Huilla",79
"Huuhilo",79
"Hytinkoski",79
"Hyvölä",79
"Juhela",79
"Julmala",79
"Juuma",79
"Kaakkolammi",79
"Kaivanto",79
"Kangastupa",79
"Khalil",79
"Klint",79
"Krokfors",79
"Kurkaa",79
"Lapakko",79
"Lehtoaho",79
"Lompolo",79
"Läärä",79
"Mayer",79
"Messo",79
"Mustalampi",79
"Mäentausta",79
"Niilo-Rämä",79
"Ojalammi",79
"Ojanne",79
"Piittala",79
"Portimo",79
"Posa",79
"Puukari",79
"Räkköläinen",79
"Rönngård",79
"Saarenoja",79
"Sadinmäki",79
"Sajaniemi",79
"Sankilampi",79
"Saren",79
"Saura",79
"Sinkkilä",79
"Sjöblad",79
"Sjösten",79
"Sohlström",79
"Soranta",79
"Spring",79
"Storsjö",79
"Tamlander",79
"Tarpila",79
"Tavaststjerna",79
"Tenhola",79
"Töhönen",79
"Uurainen",79
"Vainioranta",79
"Valaja",79
"Varrio",79
"Vekka",79
"Westermarck",79
"Viljaranta",79
"Vilppunen",79
"Vuopio",79
"Ylisiurua",79
"Åbacka",79
"Åhlgren",79
"Aaltokoski",78
"Aapajärvi",78
"Akselin",78
"Ala-Outinen",78
"Alaraudanjoki",78
"Bask",78
"Bengts",78
"Bergbacka",78
"Brask",78
"Bulut",78
"Clark",78
"Ehn",78
"Ekoluoma",78
"Erämaa",78
"Eteläinen",78
"Fabricius",78
"Fagerroos",78
"Farin",78
"Filppa",78
"Forsgård",78
"Granath",78
"Haapea",78
"Hahtala",78
"Haliseva",78
"Helistö",78
"Hevonkoski",78
"Huczkowski",78
"Hård",78
"Häyhänen",78
"Intke",78
"Iso-oja",78
"Jalomäki",78
"Jaurakkajärvi",78
"Jurvansuu",78
"Kaataja",78
"Kalervo",78
"Kalla",78
"Karstila",78
"Kimonen",78
"Knaapila",78
"Koffert",78
"Koittola",78
"Koivurinne",78
"Korventausta",78
"Kukila",78
"Kurhinen",78
"Kurunlahti",78
"Leppilampi",78
"Levonmaa",78
"Liljelund",78
"Luhtalampi",78
"Lättilä",78
"Markelin",78
"Matiskainen",78
"Mitchell",78
"Mäkiharju",78
"Nuorteva",78
"Nuutilainen",78
"Paakala",78
"Padatsu",78
"Paunila",78
"Peräkasari",78
"Petrova",78
"Phillips",78
"Porkkala",78
"Pöytäkangas",78
"Rabb",78
"Raiko",78
"Rappu",78
"Reinola",78
"Reitti",78
"Rentto",78
"Rogers",78
"Rotola-Pukkila",78
"Ryyti",78
"Röynä",78
"Saarikallio",78
"Salmenaho",78
"Savijärvi",78
"Sievola",78
"Sigg",78
"Stenback",78
"Sumanen",78
"Survo",78
"Sysimetsä",78
"Tenhu",78
"Tiukkanen",78
"Tjurin",78
"Truong",78
"Valjanen",78
"Wong",78
"Ylipekkala",78
"Airikkala",77
"Airisniemi",77
"Aksela",77
"Alamartimo",77
"Altonen",77
"Antas",77
"Brofelt",77
"Edström",77
"Ellä",77
"Evesti",77
"Fofonoff",77
"Hakio",77
"Harris",77
"Hartvik",77
"Hiissa",77
"Hillman",77
"Hirttiö",77
"Humala",77
"Huostila",77
"Hurnanen",77
"Itämäki",77
"Jalas",77
"Jelekäinen",77
"Juvankoski",77
"Jyväsjärvi",77
"Jänkä",77
"Kalapudas",77
"Keihänen",77
"Keino",77
"Kirppu",77
"Kivilaakso",77
"Klein",77
"Klemi",77
"Koch",77
"Kopisto",77
"Kouhi",77
"Kytöviita",77
"Lassenius",77
"Lehmusoksa",77
"Leikola",77
"Liljavirta",77
"Lillvik",77
"Linnamaa",77
"Långsjö",77
"Lärka",77
"Maaninen",77
"Mannfolk",77
"Mäki-Laurila",77
"Niiniaho",77
"Njie",77
"Peitso",77
"Pellonperä",77
"Peltovuori",77
"Pesiö",77
"Pohjamo",77
"Poti",77
"Potkonen",77
"Raatesalmi",77
"Rantavuori",77
"Rautamäki",77
"Rekinen",77
"Riihikoski",77
"Rosenlew",77
"Rotonen",77
"Ruusuvirta",77
"Salovuori",77
"Sani",77
"Satamo",77
"Sauramo",77
"Simoska",77
"Sourander",77
"Sytelä",77
"Söyrinki",77
"Teeriaho",77
"Uddström",77
"Uro",77
"Vall",77
"Vanha-aho",77
"Vanhapelto",77
"Widén",77
"Vikberg",77
"Vilhonen",77
"Aitola",76
"Arab",76
"Aumanen",76
"Baker",76
"Berghem",76
"Edwards",76
"Elgbacka",76
"Elmgren",76
"Emet",76
"Erkheikki",76
"Finskas",76
"Fonselius",76
"Hakuni",76
"Halkilahti",76
"Hashemi",76
"Hernesmaa",76
"Hiekkataipale",76
"Huntus",76
"Innilä",76
"Janttonen",76
"Juustila",76
"Järvenranta",76
"Järventaus",76
"Jönkkäri",76
"Kaaro",76
"Kaistila",76
"Kaitera",76
"Kanniala",76
"Karjalahti",76
"Kaunisharju",76
"Kettumäki",76
"Kiero",76
"Kittelä",76
"Kiviö",76
"Klapuri",76
"Kranni",76
"Kärri",76
"Lampo",76
"Leppäranta",76
"Lieto",76
"Liponen",76
"Lisko",76
"Ma",76
"Mahonen",76
"Mast",76
"Memonen",76
"Muhammad",76
"Nevaranta",76
"Nissinaho",76
"Nuija",76
"Nummijärvi",76
"Ojatalo",76
"Ottman",76
"Paasisalo",76
"Pahkakangas",76
"Patinen",76
"Porras",76
"Pylkki",76
"Päällysaho",76
"Pöllönen",76
"Rimpelä",76
"Saarilehto",76
"Salman",76
"Salmenautio",76
"Sammatti",76
"Savio",76
"Seiteri",76
"Sunnarborg",76
"Suo",76
"Suomaa",76
"Svahnström",76
"Teränen",76
"Toijala",76
"Toljander",76
"Toukkari",76
"Turppo",76
"Tuupainen",76
"Vallgren",76
"Weurlander",76
"Wiander",76
"Vierola",76
"Väliniemi",76
"Aflecht",75
"Ainola",75
"Alamattila",75
"Alaraasakka",75
"Alexandersson",75
"Bränn",75
"Danielsbacka",75
"Doan",75
"Edlund",75
"Ehrstedt",75
"Erikkilä",75
"Fiskaali",75
"Fräntilä",75
"Hagqvist",75
"Hakovirta",75
"Hatinen",75
"Herajärvi",75
"Hodju",75
"Hoppania",75
"Hultin",75
"Huutola",75
"Hyvämäki",75
"Hästö",75
"Imeläinen",75
"Jartti",75
"Jäälinoja",75
"Kairenius",75
"Kalm",75
"Kankaansivu",75
"Kauvosaari",75
"Keskilä",75
"Keturi",75
"Kiesiläinen",75
"Kilpelänaho",75
"Koitto",75
"Laihia",75
"Laihola",75
"Lamminparras",75
"Lekander",75
"Linnavirta",75
"Lotila",75
"Louhimo",75
"Länsivuori",75
"Löytömäki",75
"Majaranta",75
"Mukala",75
"Mustasaari",75
"Märijärvi",75
"Naasko",75
"Nihti",75
"Nuri",75
"Nybergh",75
"Pantzar",75
"Polat",75
"Ponkilainen",75
"Pottonen",75
"Puusti",75
"Ropanen",75
"Rovanperä",75
"Rundelin",75
"Ruuhinen",75
"Rämäkkö",75
"Saleh",75
"Sanchez",75
"Sandblom",75
"Savin",75
"Saxholm",75
"Sekki",75
"Siikamäki",75
"Sotikov",75
"Survonen",75
"Suur-Uski",75
"Systä",75
"Tiimonen",75
"Tiinus",75
"Tranberg",75
"Tuomas",75
"Turta",75
"Vahekoski",75
"Wahl",75
"Walther",75
"Varala",75
"Vesimäki",75
"Viherlaakso",75
"Virlander",75
"Witting",75
"von Bell",75
"Vähätupa",75
"Abdulkadir",74
"Altti",74
"Angervo",74
"Arhippainen",74
"Brotherus",74
"Dietrich",74
"Gerlander",74
"Grankvist",74
"Hakasaari",74
"Hattara",74
"Haukilehto",74
"Havusela",74
"Heitto",74
"Herold",74
"Holstila",74
"Hultman",74
"Jelkänen",74
"Jokipalo",74
"Joutsela",74
"Jukuri",74
"Kaapu",74
"Kaitaranta",74
"Kariluoma",74
"Katara",74
"Katz",74
"Kauniskangas",74
"Kerokoski",74
"Kirkkala",74
"Klaavuniemi",74
"Kontra",74
"Kotivuori",74
"Kuivasmäki",74
"Kummu",74
"Laahanen",74
"Levlin",74
"Levälampi",74
"Liira",74
"Lonnakko",74
"Meling",74
"Myllyviita",74
"Nappari",74
"Niekka",74
"Nikonen",74
"Näppinen",74
"Orelma",74
"Osala",74
"Paanala",74
"Palsa",74
"Portman",74
"Puuperä",74
"Pyykkinen",74
"Päkki",74
"Qvickström",74
"Rantakoski",74
"Riiali",74
"Rudnäs",74
"Saramo",74
"Sirkkala",74
"Soutukorva",74
"Summala",74
"Suoperä",74
"Suppula",74
"Suurpää",74
"Säynäjäaho",74
"Tallinen",74
"Talola",74
"Tapiovaara",74
"Teriö",74
"Thomander",74
"Tuiskunen",74
"Tuomimäki",74
"Tuomioja",74
"Turpeenoja",74
"Tuuna",74
"Tähkävuori",74
"Tötterström",74
"Upola",74
"Vacker",74
"Wahlstén",74
"Weck",74
"Vesivalo",74
"Wessberg",74
"Vesterback",74
"Wichmann",74
"Vidlund",74
"Wiss",74
"Vuorialho",74
"Vuorikari",74
"Vähäniitty",74
"Väli-Torala",74
"Ylijääskö",74
"Ylimaunu",74
"Yläoutinen",74
"Örling",74
"Adams",73
"Ahvensalmi",73
"Ainonen",73
"Alavahtola",73
"Anonen",73
"Asell",73
"Bell",73
"Björs",73
"Brenner",73
"Brisk",73
"Dromberg",73
"Dunderfelt",73
"Edelmann",73
"Eeli",73
"Erikson",73
"Forsbäck",73
"Fredrikson",73
"Fröjdö",73
"Haapajärvi",73
"Haji",73
"Hakko",73
"Hammaren",73
"Harsu",73
"Heinämaa",73
"Hersi",73
"Hilakari",73
"Honkasaari",73
"Huitti",73
"Hyökyvaara",73
"Isohätälä",73
"Iso-Koivisto",73
"Jäsberg",73
"Kaasila",73
"Kaijankoski",73
"Kaisamatti",73
"Kalke",73
"Karanko",73
"Kim",73
"Kitula",73
"Koivupalo",73
"Kontiokorpi",73
"Kurunmäki",73
"Kåll",73
"Källberg",73
"Lambert",73
"Lavonius",73
"Leikkari",73
"Lepoaho",73
"Leppilahti",73
"Leppäkari",73
"Liesmäki",73
"Liljegren",73
"Lindfelt",73
"Lonkainen",73
"Lottanen",73
"Louhio",73
"Lustila",73
"Lågland",73
"Långvik",73
"Lähetkangas",73
"Lähtinen",73
"Malik",73
"Mehtäläinen",73
"Mäki-Leppilampi",73
"Määränen",73
"Mörönen",73
"Ojapelto",73
"Paassilta",73
"Petäistö",73
"Pihamaa",73
"Pilvinen",73
"Ponkkonen",73
"Purra",73
"Purtonen",73
"Pusila",73
"Pyhälahti",73
"Raevuori",73
"Raulo",73
"Ray",73
"Ridell",73
"Riento",73
"Ruohtula",73
"Ruokoniemi",73
"Ryönänkoski",73
"Råholm",73
"Salopuro",73
"Sievälä",73
"Siikarla",73
"Sjöqvist",73
"Stirkkinen",73
"Storfors",73
"Stöckell",73
"Suolanen",73
"Tikkunen",73
"Torstensson",73
"Tuomanen",73
"Tuttavainen",73
"Uggeldahl",73
"Vahlberg",73
"Valtee",73
"Vinnari",73
"Viteli",73
"Yliniva",73
"Ylänkö",73
"Öljymäki",73
"Ala-Korpi",72
"Ala-Krekola",72
"Ala-Lahti",72
"Alhonmäki",72
"Anderssén",72
"Baumgartner",72
"Borgenström",72
"Eschner",72
"Finnbäck",72
"Forselius",72
"Gorski",72
"Gullans",72
"Hampinen",72
"Harkko",72
"Hede",72
"Hevosmaa",72
"Honkavuori",72
"Huju",72
"Häkälä",72
"Hömppi",72
"Junkkila",72
"Jämiä",72
"Kaarla",72
"Kalasniemi",72
"Kalinen",72
"Kanko",72
"Kenttämies",72
"Klén",72
"Korkeaoja",72
"Korkeela",72
"Kottari",72
"Kuitula",72
"Lahdenkauppi",72
"Lahtivirta",72
"Leveelahti",72
"Lindegren",72
"Lucenius",72
"Luomansuu",72
"Majanmaa",72
"Malk",72
"Meier",72
"Morottaja",72
"Niilekselä",72
"Nikkarikoski",72
"Ojainmaa",72
"Pajunpää",72
"Pelamo",72
"Perasto",72
"Peräkorpi",72
"Piekäinen",72
"Poijula",72
"Porthan",72
"Puronvarsi",72
"Ramu",72
"Rasinperä",72
"Riitijoki",72
"Sairiala",72
"Saulamaa",72
"Savallampi",72
"Seuri",72
"Siltaniemi",72
"Simsek",72
"Sinnemäki",72
"Sinokki",72
"Sisso",72
"Sokkanen",72
"Sontag",72
"Spelman",72
"Spoof",72
"Sula",72
"Summa",72
"Suontaka",72
"Suvanne",72
"Säppi",72
"Taatila",72
"Tahiri",72
"Talvela",72
"Theman",72
"Thölix",72
"Tihula",72
"Tuuha",72
"Uusinarkaus",72
"Vallioniemi",72
"Veija",72
"Wentjärvi",72
"Westersund",72
"Vierto",72
"Viherlehto",72
"Vihiniemi",72
"Wikblad",72
"Vuolo",72
"Vuorimäki",72
"Ylimys",72
"Aikala",71
"Aittala",71
"Alatyppö",71
"Aulakoski",71
"Baggström",71
"Bah",71
"Bertlin",71
"Björknäs",71
"Collander",71
"Dahlstedt",71
"Eirola",71
"Enegren",71
"Enkenberg",71
"Envik",71
"Galkin",71
"Heikurainen",71
"Hentonen",71
"Hoffström",71
"Holster",71
"Iisalo",71
"Ilén",71
"Junttanen",71
"Jyrä",71
"Kaartti",71
"Kajaus",71
"Kangastalo",71
"Kantti",71
"Kaukoniemi",71
"Keljo",71
"Kristiansson",71
"Kuoppa-aho",71
"Kyttänen",71
"Kytökangas",71
"Laakkio",71
"Lagerstam",71
"Latifi",71
"Leppäluoto",71
"Lerkki",71
"Liljamo",71
"Lähdes",71
"Lähteenlahti",71
"Maasilta",71
"Mannerkoski",71
"Mattlar",71
"Melasniemi",71
"Mollgren",71
"Mukari",71
"Murtomaa",71
"Mykkälä",71
"Myllyperkiö",71
"Narkilahti",71
"Niemensivu",71
"Niemi-Nikkola",71
"Nordell",71
"Pakaslahti",71
"Pallaspuro",71
"Palva",71
"Palvanen",71
"Pelkkikangas",71
"Pohjasniemi",71
"Päivänurmi",71
"Raikaa",71
"Railio",71
"Rapp",71
"Rekunen",71
"Riitamo",71
"Risu",71
"Rongas",71
"Ruisniemi",71
"Rääpysjärvi",71
"Saarnia",71
"Salmenkivi",71
"Sandroos",71
"Sarvikas",71
"Schadewitz",71
"Sigfrids",71
"Siukkola",71
"Sohlo",71
"Sotka",71
"Soukkio",71
"Sovijärvi",71
"Sulkunen",71
"Sumelius",71
"Sumén",71
"Suvila",71
"Syla",71
"Syvänne",71
"Tallavaara",71
"Talman",71
"Teeri",71
"Telkkinen",71
"Telkkä",71
"Turklin",71
"Tyllinen",71
"Uola",71
"Valio",71
"Valkeajärvi",71
"Walsh",71
"Vanhatapio",71
"Wartiainen",71
"Venetjoki",71
"Vuorentausta",71
"Yliportimo",71
"Ylkänen",71
"Ahomaa",70
"Aintila",70
"Airila",70
"Ansaharju",70
"Arenius",70
"Belov",70
"Berndtsson",70
"Broms",70
"Calonius",70
"Damén",70
"Ehrlund",70
"Eno",70
"Ernvall",70
"Flythström",70
"Fröjd",70
"Hangasluoma",70
"Harhala",70
"Harjuntausta",70
"Harle",70
"Heikelä",70
"Hetta",70
"Hinkkuri",70
"Hollström",70
"Huutoniemi",70
"Imppola",70
"Iso-Ahola",70
"Iso-Heiniemi",70
"Ivaska",70
"Jahkola",70
"Jefremoff",70
"Juote",70
"Justander",70
"Kalajainen",70
"Kandell",70
"Kannusmäki",70
"Karimaa",70
"Karimo",70
"Karkia",70
"Karppila",70
"Karra",70
"Kellosalo",70
"Klemm",70
"Koppelo",70
"Korkeala",70
"Korttila",70
"Korttinen",70
"Kraemer",70
"Kraufvelin",70
"Kumpuvaara",70
"Kung",70
"Kyckling",70
"Köppä",70
"Lauriala",70
"Liikola",70
"Liukas",70
"Lojander",70
"Lottonen",70
"Lumpus",70
"Mannil",70
"Markkila",70
"Mattbäck",70
"Meurman",70
"Mielty",70
"Mohell",70
"Mäkkylä",70
"Nio",70
"Nyby",70
"Pajuranta",70
"Peisa",70
"Pesari",70
"Pihlgren",70
"Polus",70
"Raikko",70
"Rantakeisu",70
"Rantalankila",70
"Ranta-Pere",70
"Riisiö",70
"Rimppi",70
"Rislakki",70
"Rockas",70
"Roppo",70
"Roti",70
"Ruoti",70
"Ryöppy",70
"Rättäri",70
"Saarakkala",70
"Sahakangas",70
"Sauso",70
"Strömbäck",70
"Tamper",70
"Tapala",70
"Therman",70
"Tiiri",70
"Tiisala",70
"Tomppo",70
"Tuokila",70
"Ulmala",70
"Unga",70
"Westling",70
"Viuhkonen",70
"Vuoto",70
"Vähälummukka",70
"Aittakumpu",69
"Anunti",69
"Backa",69
"Björnvik",69
"Burke",69
"Danska",69
"Elgland",69
"Ellfolk",69
"Fagerstedt",69
"Fontell",69
"Harmonen",69
"Haukioja",69
"Heinoja",69
"Heselius",69
"Hirvenoja",69
"Huuho",69
"Hyypiö",69
"Höstman",69
"Ingelin",69
"Inkerö",69
"Joutsenvirta",69
"Kaakkomäki",69
"Kaiser",69
"Kanth",69
"Kharel",69
"Klubb",69
"Knif",69
"Koriseva",69
"Kotisalo",69
"Koto",69
"Kuossari",69
"Kyttä",69
"Lahtivuori",69
"Leponen",69
"Levaniemi",69
"Liekola",69
"Liljendahl",69
"Loven",69
"Luuppala",69
"Länsikallio",69
"Löfbacka",69
"Manerus",69
"Marjo",69
"Marku",69
"Matinolli",69
"Mokkila",69
"Morri",69
"Myrttinen",69
"Nazari",69
"Nenola",69
"Ojasalo",69
"Onninen",69
"Orkola",69
"Paakko",69
"Palmio",69
"Palotie",69
"Pekari",69
"Peltoranta",69
"Pensas",69
"Pihlajaharju",69
"Pilto",69
"Pitsinki",69
"Prest",69
"Päivänsalo",69
"Rama",69
"Rautionaho",69
"Reikko",69
"Sahinoja",69
"Salmivirta",69
"Sannholm",69
"Sarkala",69
"Shah",69
"Sibelius",69
"Siirala",69
"Siitarinen",69
"Siu",69
"Stenros",69
"Sucksdorff",69
"Sunabacka",69
"Svenns",69
"Talasniemi",69
"Tennberg",69
"Thilman",69
"Tiitu",69
"Timberg",69
"Toroska",69
"Tuppi",69
"Vahlman",69
"Valorinta",69
"Waltzer",69
"Vaurio",69
"Viertonen",69
"Vik",69
"Vähähyyppä",69
"Ylimaa",69
"Ylä-Soininmäki",69
"Zhou",69
"Aila",68
"Ala-Fossi",68
"Alavillamo",68
"Anto",68
"Anttikoski",68
"Beqiri",68
"Bloigu",68
"Braun",68
"Burtsov",68
"Byström",68
"Chydenius",68
"Duncker",68
"Ekmark",68
"Haasanen",68
"Heerman",68
"Heponiemi",68
"Hopsu",68
"Hotta",68
"Hyseni",68
"Härkki",68
"Juurela",68
"Järä",68
"Kainiemi",68
"Kalliokorpi",68
"Kallström",68
"Kalso",68
"Kastelli",68
"Kelly",68
"Kieloaho",68
"Klaavu",68
"Knihtilä",68
"Koistinaho",68
"Kondratjeff",68
"Koret",68
"Kuirinlahti",68
"Kuivalahti",68
"Kuusikoski",68
"Kuustie",68
"Lalla",68
"Lamminniemi",68
"Lasaroff",68
"Leppisaari",68
"Levelä",68
"Lithovius",68
"Mansén",68
"Maskulin",68
"Matinen",68
"Mattero",68
"Mehmeti",68
"Muikkula",68
"Männynsalo",68
"Neiglick",68
"Niemenpää",68
"Nikunlassi",68
"Nilimaa",68
"Nortamo",68
"Nybondas",68
"Perhonen",68
"Petäjämaa",68
"Pikkupeura",68
"Pipinen",68
"Polviander",68
"Porsanger",68
"Prihti",68
"Puhjo",68
"Raistakka",68
"Reen",68
"Ristseppä",68
